Name,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP,GS,MPG,OREB,DREB,REB,RPG,GP,GS,AST,APG,TO,TOPG,A/TO,GP,GS,STL,SPG,GP,GS,BLK,BPG
Terrell Gaines,https://www.cbssports.com/college-basketball/players/29559204/terrell-gaines/,G,PEAY,18,1,5.1,1.6,8,28,28.6,4,16,25.0,8,11,72.7,18,1,5.1,2,4,6,0.3,18,1,2,0.1,6,0.3,0.3,18,1,4,0.20,18,1,0,0.00
Terren Frank,https://www.cbssports.com/college-basketball/players/3177958/terren-frank/,F,CAMP,22,9,15.8,5.9,49,118,41.5,7,29,24.1,25,37,67.6,22,9,15.8,19,37,56,2.5,22,9,28,1.3,19,0.9,1.5,22,9,12,0.50,22,9,7,0.30
Terrence Brown,https://www.cbssports.com/college-basketball/players/29233011/terrence-brown/,G,FDU,32,31,34.7,20.5,234,524,44.7,37,125,29.6,151,199,75.9,32,31,34.7,35,143,178,5.6,32,31,102,3.2,104,3.3,1.0,32,31,69,2.20,32,31,13,0.40
Terrence Edwards Jr.,https://www.cbssports.com/college-basketball/players/3177516/terrence-edwards-jr/,G,LVILLE,35,32,32.7,16.7,206,471,43.7,67,203,33.0,106,136,77.9,35,32,32.7,31,112,143,4.1,35,32,93,2.7,75,2.1,1.2,35,32,25,0.70,35,32,7,0.20
Terrence Hill Jr.,https://www.cbssports.com/college-basketball/players/29558100/terrence-hill-jr/,G,VCU,23,0,6.2,3.4,25,56,44.6,11,32,34.4,17,17,100.0,23,0,6.2,2,11,13,0.6,23,0,7,0.3,15,0.7,0.5,23,0,5,0.20,23,0,0,0.00
Terri Miller Jr.,https://www.cbssports.com/college-basketball/players/29232441/terri-miller-jr/,F,PORTST,32,20,21.5,12.1,156,303,51.5,17,64,26.6,58,85,68.2,32,20,21.5,56,121,177,5.5,32,20,64,2.0,59,1.8,1.1,32,20,50,1.60,32,20,12,0.40
Terry Anderson,https://www.cbssports.com/college-basketball/players/28952036/terry-anderson/,F,HIGHPT,26,0,13.3,4.5,45,84,53.6,7,20,35.0,21,36,58.3,26,0,13.3,28,45,73,2.8,26,0,24,0.9,21,0.8,1.1,26,0,14,0.50,26,0,3,0.10
Terry Copeland Jr.,https://www.cbssports.com/college-basketball/players/29557020/terry-copeland-jr/,F,NILL,1,0,17,6.0,2,5,40.0,0,0,—,2,2,100.0,1,0,17,1,5,6,6.0,1,0,2,2.0,2,2.0,1.0,1,0,0,0.00,1,0,0,0.00
Terry McMorris,https://www.cbssports.com/college-basketball/players/29557857/terry-mcmorris/,F,EILL,20,0,6.2,1.7,12,19,63.2,1,1,100.0,9,22,40.9,20,0,6.2,6,23,29,1.5,20,0,5,0.3,3,0.2,1.7,20,0,10,0.50,20,0,1,0.10
Tevin Smith,https://www.cbssports.com/college-basketball/players/26777417/tevin-smith/,G,CLEVST,36,35,29.1,13.7,174,392,44.4,31,111,27.9,115,150,76.7,36,35,29.1,54,97,151,4.2,36,35,58,1.6,53,1.5,1.1,36,35,39,1.10,36,35,41,1.10
Tey Barbour,https://www.cbssports.com/college-basketball/players/29556060/tey-barbour/,G,HARV,27,2,16,4.8,41,107,38.3,28,92,30.4,19,20,95.0,27,2,16,6,43,49,1.8,27,2,15,0.6,14,0.5,1.1,27,2,10,0.40,27,2,0,0.00
Themus Fulks,https://www.cbssports.com/college-basketball/players/26560041/themus-fulks/,G,MILW,32,32,34.2,14.6,166,348,47.7,14,54,25.9,120,149,80.5,32,32,34.2,20,77,97,3.0,32,32,188,5.9,109,3.4,1.7,32,32,44,1.40,32,32,1,0.00
Theo Grant,https://www.cbssports.com/college-basketball/players/29559117/theo-grant/,G,NORL,29,10,17.2,6.7,66,158,41.8,14,56,25.0,47,74,63.5,29,10,17.2,16,35,51,1.8,29,10,11,0.4,21,0.7,0.5,29,10,13,0.40,29,10,6,0.20
Theo Pierre-Justin,https://www.cbssports.com/college-basketball/players/29558841/theo-pierre-justin/,F,DEPAUL,17,0,6.3,1.4,9,23,39.1,4,17,23.5,2,2,100.0,17,0,6.3,4,11,15,0.9,17,0,5,0.3,8,0.5,0.6,17,0,3,0.20,17,0,1,0.10
Theo Seng,https://www.cbssports.com/college-basketball/players/26804403/theo-seng/,F,TROY,30,1,14.4,5.3,53,125,42.4,25,81,30.9,27,35,77.1,30,1,14.4,22,72,94,3.1,30,1,16,0.5,18,0.6,0.9,30,1,13,0.40,30,1,12,0.40
Theodore Pendergrass III,https://www.cbssports.com/college-basketball/players/29556768/theodore-pendergrass-iii/,G,DELST,6,0,1.3,2.0,5,7,71.4,2,3,66.7,0,0,—,6,0,1.3,0,0,0,0.0,6,0,0,0.0,1,0.2,0.0,6,0,2,0.30,6,0,0,0.00
Thierno Sylla,https://www.cbssports.com/college-basketball/players/29011627/thierno-sylla/,F,SFA,25,0,9.6,3.1,28,76,36.8,7,29,24.1,15,23,65.2,25,0,9.6,20,46,66,2.6,25,0,9,0.4,27,1.1,0.3,25,0,6,0.20,25,0,14,0.60
Thomas Batties II,https://www.cbssports.com/college-basketball/players/29230932/thomas-batties-ii/,F,HARV,27,26,32.7,11.0,108,245,44.1,34,89,38.2,47,64,73.4,27,26,32.7,35,100,135,5.0,27,26,47,1.7,41,1.5,1.1,27,26,24,0.90,27,26,43,1.60
Thomas Crowe,https://www.cbssports.com/college-basketball/players/29273207/thomas-crowe/,F,ND,2,0,2.5,0.0,0,0,—,0,0,—,0,0,—,2,0,2.5,0,0,0,0.0,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Thomas Dowd,https://www.cbssports.com/college-basketball/players/29232927/thomas-dowd/,F,TROY,34,33,25.2,9.6,107,255,42.0,47,157,29.9,65,89,73.0,34,33,25.2,85,151,236,6.9,34,33,33,1.0,28,0.8,1.2,34,33,36,1.10,34,33,17,0.50
Thomas Hattan,https://www.cbssports.com/college-basketball/players/29273192/thomas-hattan/,G,ND,2,0,2.5,0.0,0,1,0.0,0,0,—,0,0,—,2,0,2.5,0,0,0,0.0,2,0,0,0.0,0,0.0,—,2,0,0,0.00,2,0,0,0.00
Thomas Haugh,https://www.cbssports.com/college-basketball/players/29233245/thomas-haugh/,F,FLA,40,5,24.4,9.8,116,239,48.5,35,103,34.0,123,155,79.4,40,5,24.4,93,152,245,6.1,40,5,86,2.2,42,1.1,2.0,40,5,31,0.80,40,5,30,0.80
Thomas Kizer,https://www.cbssports.com/college-basketball/players/29234386/thomas-kizer/,G,SAMFORD,3,0,1.3,0.0,0,1,0.0,0,1,0.0,0,0,—,3,0,1.3,0,0,0,0.0,3,0,0,0.0,1,0.3,0.0,3,0,1,0.30,3,0,0,0.00
Thomas Ndong,https://www.cbssports.com/college-basketball/players/29232084/thomas-ndong/,F,OREGST,13,0,4,0.8,5,11,45.5,0,1,0.0,1,2,50.0,13,0,4,1,6,7,0.5,13,0,2,0.2,1,0.1,2.0,13,0,2,0.20,13,0,2,0.20
Thomas Sorber,https://www.cbssports.com/college-basketball/players/29556042/thomas-sorber/,F,GTOWN,24,23,31.4,14.5,133,250,53.2,6,37,16.2,76,105,72.4,24,23,31.4,64,139,203,8.5,24,23,58,2.4,54,2.3,1.1,24,23,35,1.50,24,23,49,2.00
Thomas Tillman,https://www.cbssports.com/college-basketball/players/29252371/thomas-tillman/,F,FURMAN,5,0,2,0.4,1,4,25.0,0,1,0.0,0,2,0.0,5,0,2,0,2,2,0.4,5,0,0,0.0,0,0.0,—,5,0,0,0.00,5,0,0,0.00
Thomas Tut,https://www.cbssports.com/college-basketball/players/28967298/thomas-tut/,F,SELOU,21,4,11,2.0,17,59,28.8,2,11,18.2,5,8,62.5,21,4,11,16,26,42,2.0,21,4,6,0.3,14,0.7,0.4,21,4,2,0.10,21,4,6,0.30
Thompson Camara,https://www.cbssports.com/college-basketball/players/29558745/thompson-camara/,F,CHARSO,22,8,14,3.2,25,77,32.5,17,59,28.8,3,5,60.0,22,8,14,20,19,39,1.8,22,8,8,0.4,6,0.3,1.3,22,8,5,0.20,22,8,2,0.10
Tibet Gorener,https://www.cbssports.com/college-basketball/players/3178302/tibet-gorener/,F,SMU,30,1,7.8,1.6,18,42,42.9,8,26,30.8,5,8,62.5,30,1,7.8,7,17,24,0.8,30,1,7,0.2,9,0.3,0.8,30,1,7,0.20,30,1,3,0.10
Tidjiane Dioumassi,https://www.cbssports.com/college-basketball/players/29235205/tidjiane-dioumassi/,G,STHRN,8,8,26.5,9.0,24,55,43.6,4,13,30.8,20,25,80.0,8,8,26.5,9,21,30,3.8,8,8,40,5.0,18,2.3,2.2,8,8,13,1.60,8,8,2,0.30
Tim Eze,https://www.cbssports.com/college-basketball/players/29558421/tim-eze/,F,UMBC,19,0,6.2,2.8,21,41,51.2,1,7,14.3,11,14,78.6,19,0,6.2,13,15,28,1.5,19,0,8,0.4,6,0.3,1.3,19,0,5,0.30,19,0,2,0.10
Tim Moore Jr.,https://www.cbssports.com/college-basketball/players/29557464/tim-moore-jr/,F,NJTECH,30,30,26.7,12.9,139,271,51.3,27,74,36.5,83,106,78.3,30,30,26.7,64,136,200,6.7,30,30,6,0.2,35,1.2,0.2,30,30,20,0.70,30,30,42,1.40
Tim Oboh,https://www.cbssports.com/college-basketball/players/29556279/tim-oboh/,C,BUFF,30,19,12.2,3.9,42,92,45.7,3,12,25.0,29,46,63.0,30,19,12.2,16,52,68,2.3,30,19,8,0.3,28,0.9,0.3,30,19,10,0.30,30,19,9,0.30
Timaris Brown,https://www.cbssports.com/college-basketball/players/29556093/timaris-brown/,F,IUI,30,3,12.9,4.1,41,108,38.0,12,50,24.0,29,54,53.7,30,3,12.9,29,61,90,3.0,30,3,19,0.6,27,0.9,0.7,30,3,13,0.40,30,3,9,0.30
Timmy Adedire,https://www.cbssports.com/college-basketball/players/26846623/timmy-adedire/,F,NCCU,33,16,24.6,4.8,49,150,32.7,30,93,32.3,31,46,67.4,33,16,24.6,34,80,114,3.5,33,16,52,1.6,27,0.8,1.9,33,16,28,0.80,33,16,4,0.10
Timmy Fasehun,https://www.cbssports.com/college-basketball/players/29264722/timmy-fasehun/,G,ETNST,8,0,1.5,0.3,1,3,33.3,0,2,0.0,0,0,—,8,0,1.5,1,1,2,0.3,8,0,2,0.3,2,0.3,1.0,8,0,0,0.00,8,0,0,0.00
Timoty van der Knaap,https://www.cbssports.com/college-basketball/players/29559999/timoty-van-der-knaap/,G,BRAD,18,2,5,0.7,5,18,27.8,0,6,0.0,3,6,50.0,18,2,5,2,15,17,0.9,18,2,4,0.2,4,0.2,1.0,18,2,2,0.10,18,2,0,0.00
Tishan Ahir,https://www.cbssports.com/college-basketball/players/29557293/tishan-ahir/,G,UCIRV,11,0,1.2,0.7,1,9,11.1,1,6,16.7,5,10,50.0,11,0,1.2,0,1,1,0.1,11,0,0,0.0,0,0.0,—,11,0,0,0.00,11,0,0,0.00
Titas Sargiunas,https://www.cbssports.com/college-basketball/players/29232447/titas-sargiunas/,G,HIGHPT,13,0,6.6,1.5,8,26,30.8,2,13,15.4,2,2,100.0,13,0,6.6,0,6,6,0.5,13,0,5,0.4,10,0.8,0.5,13,0,2,0.20,13,0,0,0.00
Tito Deng,https://www.cbssports.com/college-basketball/players/29268975/tito-deng/,F,JVILLE,20,0,4.8,2.0,15,32,46.9,7,18,38.9,3,8,37.5,20,0,4.8,7,16,23,1.2,20,0,1,0.1,5,0.3,0.2,20,0,4,0.20,20,0,4,0.20
Titus Yearout,https://www.cbssports.com/college-basketball/players/28952888/titus-yearout/,G,IDAHO,22,1,10.8,3.6,24,56,42.9,10,27,37.0,22,26,84.6,22,1,10.8,8,18,26,1.2,22,1,11,0.5,6,0.3,1.8,22,1,6,0.30,22,1,1,0.00
Tobe Awaka,https://www.cbssports.com/college-basketball/players/28952633/tobe-awaka/,F,ARIZ,37,36,19.5,8.0,117,181,64.6,2,5,40.0,60,90,66.7,37,36,19.5,106,183,289,7.8,37,36,26,0.7,31,0.8,0.8,37,36,16,0.40,37,36,21,0.60
Tobi Lawal,https://www.cbssports.com/college-basketball/players/28954553/tobi-lawal/,F,VATECH,30,30,26.4,12.4,128,229,55.9,23,62,37.1,93,145,64.1,30,30,26.4,69,141,210,7.0,30,30,27,0.9,66,2.2,0.4,30,30,18,0.60,30,30,20,0.70
Toby Nnadozie,https://www.cbssports.com/college-basketball/players/28956401/toby-nnadozie/,G,COPPST,30,28,32.1,12.6,141,350,40.3,47,139,33.8,48,62,77.4,30,28,32.1,36,67,103,3.4,30,28,70,2.3,69,2.3,1.0,30,28,76,2.50,30,28,7,0.20
Toby Okani,https://www.cbssports.com/college-basketball/players/26542750/toby-okani/,G,WVU,32,32,29.3,8.2,111,249,44.6,19,63,30.2,22,57,38.6,32,32,29.3,64,67,131,4.1,32,32,45,1.4,48,1.5,0.9,32,32,18,0.60,32,32,25,0.80
Todd Jones,https://www.cbssports.com/college-basketball/players/29556867/todd-jones/,F,PORT,24,7,10.7,2.8,24,49,49.0,1,4,25.0,18,29,62.1,24,7,10.7,21,40,61,2.5,24,7,14,0.6,23,1.0,0.6,24,7,8,0.30,24,7,16,0.70
Tom Beattie,https://www.cbssports.com/college-basketball/players/29234049/tom-beattie/,G,HAWAII,31,24,26,7.4,85,192,44.3,13,52,25.0,46,64,71.9,31,24,26,12,65,77,2.5,31,24,50,1.6,57,1.8,0.9,31,24,15,0.50,31,24,3,0.10
Tom House,https://www.cbssports.com/college-basketball/players/28953866/tom-house/,G,FURMAN,34,4,18.4,7.1,77,179,43.0,54,133,40.6,35,52,67.3,34,4,18.4,16,71,87,2.6,34,4,43,1.3,26,0.8,1.7,34,4,13,0.40,34,4,3,0.10
Tom Mark,https://www.cbssports.com/college-basketball/players/29230791/tom-mark/,F,CSBAK,18,6,16,2.4,13,30,43.3,3,5,60.0,14,19,73.7,18,6,16,19,26,45,2.5,18,6,12,0.7,16,0.9,0.8,18,6,11,0.60,18,6,12,0.70
Tomas Thrastarson,https://www.cbssports.com/college-basketball/players/29558313/tomas-thrastarson/,G,WASHST,31,11,20.7,4.5,49,86,57.0,12,29,41.4,31,56,55.4,31,11,20.7,28,68,96,3.1,31,11,17,0.5,16,0.5,1.1,31,11,10,0.30,31,11,19,0.60
Tomislav Ivisic,https://www.cbssports.com/college-basketball/players/29555838/tomislav-ivisic/,C,ILL,32,31,26.8,13.0,156,317,49.2,55,154,35.7,48,64,75.0,32,31,26.8,57,189,246,7.7,32,31,72,2.3,51,1.6,1.4,32,31,18,0.60,32,31,39,1.20
Tomiwa Sulaiman,https://www.cbssports.com/college-basketball/players/29232327/tomiwa-sulaiman/,F,TOWSON,33,27,19.5,7.0,80,201,39.8,28,83,33.7,43,55,78.2,33,27,19.5,60,77,137,4.2,33,27,27,0.8,26,0.8,1.0,33,27,35,1.10,33,27,18,0.50
Tommy Conniff,https://www.cbssports.com/college-basketball/players/28954904/tommy-conniff/,C,LEHIGH,28,2,7.2,1.2,14,26,53.8,1,1,100.0,5,9,55.6,28,2,7.2,12,22,34,1.2,28,2,6,0.2,10,0.4,0.6,28,2,3,0.10,28,2,3,0.10
Tommy Gankhuyag,https://www.cbssports.com/college-basketball/players/29559732/tommy-gankhuyag/,F,TEXPA,19,9,11.9,3.8,28,54,51.9,12,32,37.5,5,8,62.5,19,9,11.9,11,27,38,2.0,19,9,16,0.8,18,0.9,0.9,19,9,9,0.50,19,9,3,0.20
Tommy Humphries,https://www.cbssports.com/college-basketball/players/29230917/tommy-humphries/,G,FURMAN,8,0,8.4,3.9,14,23,60.9,0,5,0.0,3,5,60.0,8,0,8.4,2,5,7,0.9,8,0,3,0.4,2,0.3,1.5,8,0,1,0.10,8,0,0,0.00
Tommy Kamarad,https://www.cbssports.com/college-basketball/players/29559399/tommy-kamarad/,F,WINTHR,31,14,13.6,3.8,44,101,43.6,16,62,25.8,15,29,51.7,31,14,13.6,19,63,82,2.6,31,14,16,0.5,12,0.4,1.3,31,14,18,0.60,31,14,11,0.40
Tommy Pinegar,https://www.cbssports.com/college-basketball/players/28953002/tommy-pinegar/,G,MOST,3,0,2.3,1.0,1,1,100.0,1,1,100.0,0,0,—,3,0,2.3,0,1,1,0.3,3,0,0,0.0,0,0.0,—,3,0,1,0.30,3,0,0,0.00
Toneari Lane,https://www.cbssports.com/college-basketball/players/26540613/toneari-lane/,G,GAST,33,33,35,13.8,153,402,38.1,90,255,35.3,60,70,85.7,33,33,35,27,69,96,2.9,33,33,51,1.5,30,0.9,1.7,33,33,19,0.60,33,33,3,0.10
Tony Duckett,https://www.cbssports.com/college-basketball/players/29556816/tony-duckett/,G,USD,29,22,25.7,10.4,115,298,38.6,25,74,33.8,48,55,87.3,29,22,25.7,9,48,57,2.0,29,22,55,1.9,36,1.2,1.5,29,22,21,0.70,29,22,10,0.30
Tony Felder,https://www.cbssports.com/college-basketball/players/28953491/tony-felder/,G,RADFRD,24,6,8.1,1.3,10,48,20.8,8,34,23.5,4,5,80.0,24,6,8.1,3,17,20,0.8,24,6,35,1.5,13,0.5,2.7,24,6,7,0.30,24,6,1,0.00
Tony Osburn,https://www.cbssports.com/college-basketball/players/28956158/tony-osburn/,G,OMA,34,34,27.1,12.1,130,296,43.9,74,189,39.2,77,90,85.6,34,34,27.1,17,97,114,3.4,34,34,47,1.4,28,0.8,1.7,34,34,34,1.00,34,34,1,0.00
Tony Perkins,https://www.cbssports.com/college-basketball/players/3178280/tony-perkins/,G,MIZZOU,32,28,23.2,8.7,91,190,47.9,17,55,30.9,78,103,75.7,32,28,23.2,25,55,80,2.5,32,28,80,2.5,51,1.6,1.6,32,28,35,1.10,32,28,6,0.20
Tony Toney,https://www.cbssports.com/college-basketball/players/3178368/tony-toney/,G,UAB,37,34,26.1,7.2,94,224,42.0,46,132,34.8,32,35,91.4,37,34,26.1,36,91,127,3.4,37,34,68,1.8,24,0.6,2.8,37,34,28,0.80,37,34,8,0.20
Torey Alston,https://www.cbssports.com/college-basketball/players/29232102/torey-alston/,F,MTSU,34,20,20.1,6.2,77,135,57.0,2,10,20.0,56,102,54.9,34,20,20.1,56,120,176,5.2,34,20,29,0.9,42,1.2,0.7,34,20,14,0.40,34,20,33,1.00
Torian Lee,https://www.cbssports.com/college-basketball/players/29558103/torian-lee/,G,UCIRV,39,0,15.4,4.1,55,128,43.0,35,93,37.6,16,20,80.0,39,0,15.4,9,32,41,1.1,39,0,23,0.6,14,0.4,1.6,39,0,25,0.60,39,0,2,0.10
Torin Bosch,https://www.cbssports.com/college-basketball/players/29558895/torin-bosch/,G,UMBC,5,0,6,0.8,2,13,15.4,0,3,0.0,0,1,0.0,5,0,6,7,0,7,1.4,5,0,2,0.4,2,0.4,1.0,5,0,3,0.60,5,0,0,0.00
Touko Tainamo,https://www.cbssports.com/college-basketball/players/26778857/touko-tainamo/,F,WYO,28,5,15.5,5.6,59,149,39.6,8,40,20.0,31,47,66.0,28,5,15.5,31,50,81,2.9,28,5,19,0.7,15,0.5,1.3,28,5,12,0.40,28,5,7,0.30
Townsend Tripple,https://www.cbssports.com/college-basketball/players/3177675/townsend-tripple/,F,BYU,5,0,1.8,0.0,0,0,—,0,0,—,0,0,—,5,0,1.8,1,1,2,0.4,5,0,0,0.0,1,0.2,0.0,5,0,0,0.00,5,0,1,0.20
Toyaz Solomon,https://www.cbssports.com/college-basketball/players/29233233/toyaz-solomon/,F,NCASHV,32,32,31.3,15.7,214,351,61.0,3,11,27.3,70,113,61.9,32,32,31.3,77,153,230,7.2,32,32,53,1.7,43,1.3,1.2,32,32,31,1.00,32,32,51,1.60
Trace Salton,https://www.cbssports.com/college-basketball/players/28955687/trace-salton/,F,MARIST,28,0,10,1.2,15,35,42.9,1,12,8.3,2,2,100.0,28,0,10,10,32,42,1.5,28,0,5,0.2,13,0.5,0.4,28,0,11,0.40,28,0,7,0.30
Trace Young,https://www.cbssports.com/college-basketball/players/3177971/trace-young/,G,LSU,8,0,1.3,0.0,0,3,0.0,0,1,0.0,0,0,—,8,0,1.3,1,0,1,0.1,8,0,1,0.1,1,0.1,1.0,8,0,0,0.00,8,0,0,0.00
Trae Benham,https://www.cbssports.com/college-basketball/players/26778701/trae-benham/,G,HIGHPT,35,1,15.5,4.2,47,114,41.2,37,99,37.4,16,20,80.0,35,1,15.5,26,60,86,2.5,35,1,9,0.3,11,0.3,0.8,35,1,11,0.30,35,1,2,0.10
Trae Broadnax,https://www.cbssports.com/college-basketball/players/26542780/trae-broadnax/,G,RICE,32,30,30.5,12.1,126,314,40.1,21,71,29.6,113,152,74.3,32,30,30.5,35,128,163,5.1,32,30,133,4.2,78,2.4,1.7,32,30,20,0.60,32,30,6,0.20
Trae English,https://www.cbssports.com/college-basketball/players/26775731/trae-english/,G,NICHST,33,16,21.1,6.1,71,184,38.6,17,53,32.1,43,55,78.2,33,16,21.1,15,50,65,2.0,33,16,85,2.6,46,1.4,1.8,33,16,37,1.10,33,16,0,0.00
Traivar Jackson,https://www.cbssports.com/college-basketball/players/29251171/traivar-jackson/,F,GC,11,0,3.4,0.8,3,7,42.9,0,1,0.0,3,5,60.0,11,0,3.4,3,3,6,0.5,11,0,2,0.2,0,0.0,—,11,0,1,0.10,11,0,1,0.10
Tramon Mark,https://www.cbssports.com/college-basketball/players/26540679/tramon-mark/,G,TEXAS,29,25,26.9,10.6,106,261,40.6,36,104,34.6,59,79,74.7,29,25,26.9,6,100,106,3.7,29,25,49,1.7,27,0.9,1.8,29,25,24,0.80,29,25,13,0.40
Travis Gray,https://www.cbssports.com/college-basketball/players/29271784/travis-gray/,G,FIU,26,1,12,4.6,43,116,37.1,19,66,28.8,15,25,60.0,26,1,12,12,56,68,2.6,26,1,18,0.7,17,0.7,1.1,26,1,17,0.70,26,1,8,0.30
Travis Harper II,https://www.cbssports.com/college-basketball/players/29557482/travis-harper-ii/,G,TNST,24,23,26.9,10.2,74,201,36.8,52,140,37.1,45,53,84.9,24,23,26.9,19,84,103,4.3,24,23,14,0.6,25,1.0,0.6,24,23,36,1.50,24,23,3,0.10
Travis Perry,https://www.cbssports.com/college-basketball/players/29556363/travis-perry/,G,UK,31,4,9.6,2.7,25,80,31.3,18,56,32.1,16,20,80.0,31,4,9.6,8,18,26,0.8,31,4,18,0.6,21,0.7,0.9,31,4,11,0.40,31,4,1,0.00
Travis Roberts,https://www.cbssports.com/college-basketball/players/28956233/travis-roberts/,F,MARIST,30,0,8.8,2.1,22,70,31.4,12,47,25.5,7,7,100.0,30,0,8.8,14,17,31,1.0,30,0,6,0.2,5,0.2,1.2,30,0,2,0.10,30,0,2,0.10
Travonne Jackson,https://www.cbssports.com/college-basketball/players/29558151/travonne-jackson/,G,ARKLR,6,0,22.8,7.2,14,31,45.2,5,13,38.5,10,18,55.6,6,0,22.8,2,11,13,2.2,6,0,6,1.0,11,1.8,0.5,6,0,2,0.30,6,0,4,0.70
Trayvon Barbary,https://www.cbssports.com/college-basketball/players/28973310/trayvon-barbary/,G,BCU,3,0,3.7,0.0,0,0,—,0,0,—,0,0,—,3,0,3.7,0,0,0,0.0,3,0,0,0.0,0,0.0,—,3,0,0,0.00,3,0,0,0.00
Trazarien White,https://www.cbssports.com/college-basketball/players/26776178/trazarien-white/,F,TCU,32,19,25.3,9.2,103,264,39.0,39,122,32.0,49,78,62.8,32,19,25.3,18,74,92,2.9,32,19,29,0.9,24,0.8,1.2,32,19,41,1.30,32,19,4,0.10
Tre Carroll,https://www.cbssports.com/college-basketball/players/26777819/tre-carroll/,F,FAU,34,14,22,12.2,156,298,52.3,26,67,38.8,77,102,75.5,34,14,22,58,119,177,5.2,34,14,53,1.6,44,1.3,1.2,34,14,26,0.80,34,14,34,1.00
Tre Coleman,https://www.cbssports.com/college-basketball/players/3177794/tre-coleman/,F,NEVADA,24,21,28.4,7.6,63,166,38.0,25,78,32.1,31,40,77.5,24,21,28.4,14,55,69,2.9,24,21,87,3.6,36,1.5,2.4,24,21,26,1.10,24,21,9,0.40
Tre Dinkins III,https://www.cbssports.com/college-basketball/players/28953827/tre-dinkins-iii/,G,DUQ,32,30,29.2,12.9,137,335,40.9,77,203,37.9,61,78,78.2,32,30,29.2,10,65,75,2.3,32,30,100,3.1,57,1.8,1.8,32,30,28,0.90,32,30,4,0.10
Tre Donaldson,https://www.cbssports.com/college-basketball/players/28955609/tre-donaldson/,G,MICH,37,37,31.1,11.3,149,344,43.3,63,168,37.5,58,84,69.0,37,37,31.1,20,111,131,3.5,37,37,151,4.1,81,2.2,1.9,37,37,37,1.00,37,37,5,0.10
Tre Green,https://www.cbssports.com/college-basketball/players/28955834/tre-green/,G,MTSU,31,0,13.3,4.5,46,98,46.9,29,72,40.3,19,24,79.2,31,0,13.3,11,40,51,1.6,31,0,9,0.3,20,0.6,0.5,31,0,6,0.20,31,0,1,0.00
Tre Holloman,https://www.cbssports.com/college-basketball/players/28951754/tre-holloman/,G,MICHST,37,16,23.1,9.1,113,303,37.3,48,146,32.9,63,74,85.1,37,16,23.1,7,64,71,1.9,37,16,137,3.7,58,1.6,2.4,37,16,30,0.80,37,16,9,0.20
Tre Johnson,https://www.cbssports.com/college-basketball/players/29559402/tre-johnson/,G,TEXAS,33,33,34.6,19.9,224,525,42.7,89,224,39.7,121,141,85.8,33,33,34.6,11,92,103,3.1,33,33,90,2.7,61,1.8,1.5,33,33,31,0.90,33,33,10,0.30
Tre Norman,https://www.cbssports.com/college-basketball/players/29234263/tre-norman/,G,MARQET,34,0,9,1.9,22,64,34.4,6,32,18.8,13,26,50.0,34,0,9,14,37,51,1.5,34,0,16,0.5,17,0.5,0.9,34,0,12,0.40,34,0,3,0.10
Tre White,https://www.cbssports.com/college-basketball/players/28952285/tre-white/,G,ILL,32,31,23.4,10.5,114,225,50.7,23,70,32.9,84,102,82.4,32,31,23.4,46,129,175,5.5,32,31,25,0.8,32,1.0,0.8,32,31,14,0.40,32,31,12,0.40
Tre'Von Spillers,https://www.cbssports.com/college-basketball/players/29234635/trevon-spillers/,F,WAKE,32,32,33.3,9.9,132,259,51.0,12,42,28.6,40,56,71.4,32,32,33.3,88,155,243,7.6,32,32,25,0.8,29,0.9,0.9,32,32,25,0.80,32,32,42,1.30
Tre'shawn Sheppard,https://www.cbssports.com/college-basketball/players/29233812/treshawn-sheppard/,G,LIU,25,0,10.4,3.9,38,60,63.3,3,8,37.5,19,24,79.2,25,0,10.4,21,45,66,2.6,25,0,8,0.3,11,0.4,0.7,25,0,4,0.20,25,0,8,0.30
Tre-Vaughn Minott,https://www.cbssports.com/college-basketball/players/26610691/tre-vaughn-minott/,C,PORTST,31,27,22.5,7.6,95,142,66.9,0,0,—,45,76,59.2,31,27,22.5,92,144,236,7.6,31,27,12,0.4,31,1.0,0.4,31,27,24,0.80,31,27,54,1.70
Trent Edwards,https://www.cbssports.com/college-basketball/players/29230707/trent-edwards/,F,MORGAN,26,3,13,3.8,40,69,58.0,0,1,0.0,19,29,65.5,26,3,13,28,32,60,2.3,26,3,4,0.2,14,0.5,0.3,26,3,9,0.30,26,3,27,1.00
Trent Hundley,https://www.cbssports.com/college-basketball/players/29558913/trent-hundley/,F,EVAN,15,0,5.6,1.1,6,14,42.9,5,13,38.5,0,0,—,15,0,5.6,1,9,10,0.7,15,0,4,0.3,1,0.1,4.0,15,0,0,0.00,15,0,0,0.00
Trent Johnson,https://www.cbssports.com/college-basketball/players/29234566/trent-johnson/,F,HOUBP,30,28,27.5,5.8,63,142,44.4,26,71,36.6,22,28,78.6,30,28,27.5,53,70,123,4.1,30,28,47,1.6,27,0.9,1.7,30,28,37,1.20,30,28,26,0.90
