name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team,ProfileURL,Position,Team,GP,GS,MPG,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,GP.1,GS.1,MPG.1,OREB,DREB,REB,RPG,GP.2,GS.2,AST,APG,TO,TOPG,A/TO,GP.3,GS.3,STL,SPG,GP.4,GS.4,BLK,BPG
Ocypher Owens,https://www.on3.com/db/ocypher-owens-250326/,PF,SR,6-8,215,Orlando Christian Prep,"(Orlando, FL)",,,Entered,Le Moyne College,,https://www.cbssports.com/college-basketball/players/29234644/ocypher-owens/,F,LEMOYN,22,10,27.2,9.1,70,147,47.6,11,47,23.4,50,70,71.4,22,10,27.2,30,106,136,6.2,22,10,30,1.4,31,1.4,1.0,22,10,12,0.50,22,10,19,0.90
Okechukwu Okeke,https://www.on3.com/db/okechukwu-okeke-250107/,PF,SR,6-9,235,East Chicago Central,"(East Chicago, IN)",,,Entered,FIU,,https://www.cbssports.com/college-basketball/players/29271790/okechukwu-okeke/,F,FIU,7,0,11.3,4.7,15,28,53.6,1,2,50.0,2,6,33.3,7,0,11.3,10,13,23,3.3,7,0,1,0.1,5,0.7,0.2,7,0,1,0.10,7,0,1,0.10
Oleg Kojenets,https://www.on3.com/db/oleg-kojenets-94291/,C,SR,6-10,215,Western Reserve Academy,"(Hudson, OH)",83.80,,Committed,Wyoming,Stony Brook Seawolves,https://www.cbssports.com/college-basketball/players/26778116/oleg-kojenets/,F,WYO,23,5,9.6,2.6,21,52,40.4,0,0,—,17,21,81.0,23,5,9.6,15,38,53,2.3,23,5,1,0.0,13,0.6,0.1,23,5,4,0.20,23,5,10,0.40
Omar Adegbola,https://www.on3.com/db/omar-adegbola-237354/,SG,RS-FR,6-4,205,Montverde Academy,"(Houston, TX)",,,Entered,Baylor,,https://www.cbssports.com/college-basketball/players/29232099/omar-adegbola/,G,BAYLOR,11,0,2,1.1,5,10,50.0,1,3,33.3,1,1,100.0,11,0,2,3,1,4,0.4,11,0,1,0.1,1,0.1,1.0,11,0,0,0.00,11,0,0,0.00
Orlando Horton,https://www.on3.com/db/orlando-horton-155464/,PG,SO,5-8,150,Houston Christian,"(Houston, TX)",,,Entered,Murray State,,https://www.cbssports.com/college-basketball/players/29266183/orlando-horton-jr/,G,PVAM,25,4,19.4,6.0,47,120,39.2,14,36,38.9,43,54,79.6,25,4,19.4,11,40,51,2.0,25,4,67,2.7,40,1.6,1.7,25,4,35,1.40,25,4,2,0.10
Oscar Cluff,https://www.on3.com/db/oscar-cluff-174623/,C,SR,6-11,255,,"(Sierra Vista, AZ)",97.09,$1.7M,Committed,South Dakota State,Purdue Boilermakers,https://www.cbssports.com/college-basketball/players/29235079/oscar-cluff/,C,SDAKST,30,30,27.5,17.6,199,314,63.4,4,6,66.7,126,162,77.8,30,30,27.5,126,244,370,12.3,30,30,85,2.8,66,2.2,1.3,30,30,15,0.50,30,30,25,0.80
Owen Aquino,https://www.on3.com/db/owen-aquino-250447/,PF,JR,6-8,230,,(Madrid),,,Committed,Liberty,High Point Panthers,https://www.cbssports.com/college-basketball/players/29556300/owen-aquino/,F,LIB,35,35,24.7,8.6,119,204,58.3,5,21,23.8,59,92,64.1,35,35,24.7,53,140,193,5.5,35,35,73,2.1,51,1.5,1.4,35,35,27,0.80,35,35,39,1.10
Owen Freeman,https://www.on3.com/db/owen-freeman-94787/,C,SO,6-10,220,Moline,"(Moline, IL)",96.21,$1.6M,Committed,Iowa,Creighton Bluejays,https://www.cbssports.com/college-basketball/players/29231835/owen-freeman/,F,IOWA,19,19,26.5,16.7,134,210,63.8,5,16,31.3,45,75,60.0,19,19,26.5,39,89,128,6.7,19,19,24,1.3,34,1.8,0.7,19,19,12,0.60,19,19,35,1.80
Owen Larson,https://www.on3.com/db/owen-larson-155527/,PG,FR,6-1,180,Estherville Lincoln Central,"(Estherville, IA)",88.00,,Entered,South Dakota State,,https://www.cbssports.com/college-basketball/players/29557716/owen-larson/,G,SDAKST,29,29,28.8,9.2,90,224,40.2,55,142,38.7,31,37,83.8,29,29,28.8,17,102,119,4.1,29,29,75,2.6,51,1.8,1.5,29,29,24,0.80,29,29,6,0.20
Oziyah Sellers,https://www.on3.com/db/oziyah-sellers-94843/,SG,JR,6-5,160,Southern California Academy,"(Castaic, CA)",90.25,,Committed,Stanford,St. John's Red Storm,https://www.cbssports.com/college-basketball/players/28956257/oziyah-sellers/,G,STNFRD,35,35,33.1,13.7,171,379,45.1,59,148,39.9,78,87,89.7,35,35,33.1,20,78,98,2.8,35,35,46,1.3,38,1.1,1.2,35,35,25,0.70,35,35,10,0.30
PJ Carter,https://www.on3.com/db/pj-carter-246484/,SG,SR,6-5,175,Langston Hughes,"(Atlanta, GA)",,,Entered,Memphis,,https://www.cbssports.com/college-basketball/players/26541673/pj-carter/,G,MEMP,35,0,14.4,5.4,58,145,40.0,46,117,39.3,28,30,93.3,35,0,14.4,13,40,53,1.5,35,0,12,0.3,19,0.5,0.6,35,0,11,0.30,35,0,0,0.00
PJ Haggerty,https://www.on3.com/db/pj-haggerty-96721/,SG,RS-SO,6-3,170,Crosby,"(Crosby, TX)",98.44,$1.7M,Entered,Memphis,,https://www.cbssports.com/college-basketball/players/28955042/pj-haggerty/,G,MEMP,35,35,36.7,21.7,248,521,47.6,39,107,36.4,224,274,81.8,35,35,36.7,40,162,202,5.8,35,35,131,3.7,116,3.3,1.1,35,35,64,1.80,35,35,3,0.10
PJay Smith,https://www.on3.com/db/pjay-smith-250635/,PG,SR,6-0,175,Goodpasture Christian School,"(LaVergne, TN)",,,Entered,Furman,,https://www.cbssports.com/college-basketball/players/29231241/pjay-smith-jr/,G,FURMAN,33,33,31.9,17.6,175,405,43.2,111,269,41.3,121,140,86.4,33,33,31.9,15,121,136,4.1,33,33,130,3.9,75,2.3,1.7,33,33,53,1.60,33,33,7,0.20
Pape N'Diaye,https://www.on3.com/db/pape-ndiaye-235839/,PF,FR,7-0,195,Trinity International Schools,"(Las Vegas, NV)",90.00,,Committed,UNLV,Xavier Musketeers,https://www.cbssports.com/college-basketball/players/29559579/pape-ndiaye/,F,UNLV,32,1,13.1,2.7,37,60,61.7,3,7,42.9,10,13,76.9,32,1,13.1,39,80,119,3.7,32,1,2,0.1,12,0.4,0.2,32,1,3,0.10,32,1,34,1.10
Parker Friedrichsen,https://www.on3.com/db/parker-friedrichsen-95033/,SG,SO,6-3,195,Bixby,"(Bixby, OK)",87.50,,Committed,Wake Forest,Davidson Wildcats,https://www.cbssports.com/college-basketball/players/29232030/parker-friedrichsen/,G,WAKE,31,5,14.6,3.2,31,96,32.3,20,79,25.3,17,20,85.0,31,5,14.6,3,28,31,1.0,31,5,18,0.6,10,0.3,1.8,31,5,18,0.60,31,5,0,0.00
Parsa Fallah,https://www.on3.com/db/parsa-fallah-160608/,PF,JR,6-9,260,Iran,"(Cedar City, UT)",91.46,,Committed,Oregon State,Oklahoma State Cowboys,https://www.cbssports.com/college-basketball/players/26778806/parsa-fallah/,F,OREGST,31,30,24.7,12.8,155,259,59.8,0,1,0.0,88,127,69.3,31,30,24.7,42,81,123,4.0,31,30,30,1.0,44,1.4,0.7,31,30,10,0.30,31,30,14,0.50
Patrick Bath,https://www.on3.com/db/patrick-bath-147226/,PF,SO,6-9,235,Totino-Grace,"(Minneapolis, MN)",,,Entered,North Dakota State,,https://www.cbssports.com/college-basketball/players/29231889/patrick-bath/,F,NDAKST,7,0,3.6,3.0,9,14,64.3,0,2,0.0,3,4,75.0,7,0,3.6,1,3,4,0.6,7,0,0,0.0,0,0.0,—,7,0,0,0.00,7,0,1,0.10
Patrick Wessler,https://www.on3.com/db/patrick-wessler-95615/,C,RS-SO,7-0,255,Combine Academy,"(Charlotte, NC)",88.00,,Committed,Virginia Tech,University of North Carolina Wilmington Seahawks,https://www.cbssports.com/college-basketball/players/28954193/patrick-wessler/,C,VATECH,31,1,10.6,3.9,50,80,62.5,1,1,100.0,20,31,64.5,31,1,10.6,32,58,90,2.9,31,1,5,0.2,12,0.4,0.4,31,1,5,0.20,31,1,11,0.40
Paul Djobet,https://www.on3.com/db/paul-djobet-158458/,CG,SO,6-6,185,Arlington Christian School,"(Fairburn, GA)",89.00,,Entered,Miami,,https://www.cbssports.com/college-basketball/players/29233992/paul-djobet/,G,MIAMI,28,3,16.5,5.5,57,121,47.1,13,34,38.2,27,35,77.1,28,3,16.5,28,45,73,2.6,28,3,25,0.9,29,1.0,0.9,28,3,15,0.50,28,3,7,0.30
Paul McMillan,https://www.on3.com/db/paul-mcmillan-95764/,PG,JR,6-1,170,Woodward,"(Cincinnati, OH)",88.00,,Entered,Canisius University,,https://www.cbssports.com/college-basketball/players/28955618/paul-mcmillan-iv/,G,CAN,29,28,36.1,19.9,206,463,44.5,35,107,32.7,130,167,77.8,29,28,36.1,17,84,101,3.5,29,28,81,2.8,64,2.2,1.3,29,28,22,0.80,29,28,0,0.00
Paul Otieno,https://www.on3.com/db/paul-otieno-250255/,PF,SR,6-8,225,Sunrise Christian Academy,(Nairobi),,,Committed,Quinnipiac,Saint Louis Billikens,https://www.cbssports.com/college-basketball/players/28955168/paul-otieno/,F,QUINN,32,32,31,13.0,159,272,58.5,12,32,37.5,86,106,81.1,32,32,31,125,151,276,8.6,32,32,35,1.1,42,1.3,0.8,32,32,23,0.70,32,32,66,2.10
Paulius Rapolis,https://www.on3.com/db/paulius-rapolis-238684/,C,FR,6-11,205,IMG Academy,(Vilnius),,,Entered,Northern Kentucky,,https://www.cbssports.com/college-basketball/players/29558511/paulius-rapolis/,F,NKY,25,0,5.1,0.9,11,26,42.3,0,0,—,1,6,16.7,25,0,5.1,12,16,28,1.1,25,0,1,0.0,11,0.4,0.1,25,0,4,0.20,25,0,9,0.40
Payton Sparks,https://www.on3.com/db/payton-sparks-95967/,C,SR,6-9,240,Winchester Community,"(Winchester, IN)",93.84,,Entered,Ball State,,https://www.cbssports.com/college-basketball/players/26776538/payton-sparks/,C,BALLST,31,26,23.9,12.6,130,221,58.8,1,2,50.0,130,201,64.7,31,26,23.9,90,149,239,7.7,31,26,45,1.5,51,1.6,0.9,31,26,12,0.40,31,26,20,0.60
Petar Majstorovic,https://www.on3.com/db/petar-majstorovic-250406/,PF,FR,6-8,215,,(Sombor),,,Entered,Syracuse,,https://www.cbssports.com/college-basketball/players/29557053/petar-majstorovic/,F,CUSE,31,0,13.4,2.6,31,64,48.4,5,12,41.7,14,26,53.8,31,0,13.4,42,57,99,3.2,31,0,22,0.7,25,0.8,0.9,31,0,13,0.40,31,0,8,0.30
Peyton Marshall,https://www.on3.com/db/peyton-marshall-154716/,C,FR,7-0,336,Overtime Elite,"(Marietta, GA)",91.44,,Committed,Missouri,Georgia Tech Yellow Jackets,https://www.cbssports.com/college-basketball/players/29556468/peyton-marshall/,C,MIZZOU,22,0,4.5,1.0,9,18,50.0,0,0,—,5,19,26.3,22,0,4.5,8,17,25,1.1,22,0,3,0.1,12,0.5,0.3,22,0,6,0.30,22,0,6,0.30
Pharrel Payne,https://www.on3.com/db/pharrel-payne-147014/,PF,JR,6-9,230,Park Senior,"(Cottage Grove, MN)",95.64,,Committed,Texas A&M,Maryland Terrapins,https://www.cbssports.com/college-basketball/players/28954436/pharrel-payne/,F,TEXAM,34,14,20.1,10.4,128,198,64.6,0,0,—,96,165,58.2,34,14,20.1,89,84,173,5.1,34,14,15,0.4,43,1.3,0.3,34,14,9,0.30,34,14,36,1.10
Phat Phat Brooks,https://www.on3.com/db/phat-phat-brooks-156612/,CG,FR,6-2,180,Catholic Central,"(Grand Rapids, MI)",89.00,,Entered,Michigan,,https://www.cbssports.com/college-basketball/players/29556144/phat-phat-brooks/,G,MICH,15,0,3.3,0.8,2,6,33.3,1,3,33.3,7,9,77.8,15,0,3.3,3,7,10,0.7,15,0,3,0.2,2,0.1,1.5,15,0,3,0.20,15,0,0,0.00
Po'Boigh King,https://www.on3.com/db/poboigh-king-96737/,SG,JR,6-4,185,Mount Zion Christian Academy,"(Durham, NC)",90.00,,Entered,North Carolina Central,,https://www.cbssports.com/college-basketball/players/29273214/poboigh-king/,G,NCCU,33,33,30.7,16.6,185,425,43.5,73,217,33.6,105,134,78.4,33,33,30.7,32,65,97,2.9,33,33,52,1.6,48,1.5,1.1,33,33,40,1.20,33,33,6,0.20
Pop Isaacs,https://www.on3.com/db/pop-isaacs-144231/,PG,JR,6-2,180,Coronado,"(Mount Pleasant, UT)",95.32,,Committed,Creighton,Houston Cougars,https://www.cbssports.com/college-basketball/players/28953242/pop-isaacs/,G,CREIGH,8,8,31.8,16.3,41,100,41.0,23,60,38.3,25,29,86.2,8,8,31.8,3,35,38,4.8,8,8,31,3.9,23,2.9,1.3,8,8,4,0.50,8,8,1,0.10
Prince Aligbe,https://www.on3.com/db/prince-aligbe-96912/,SF,JR,6-7,225,Minnehaha Academy,"(Minneapolis, MN)",92.20,,Entered,Seton Hall,,https://www.cbssports.com/college-basketball/players/28952027/prince-aligbe/,F,SETON,32,29,23.2,7.8,103,226,45.6,4,22,18.2,41,61,67.2,32,29,23.2,34,81,115,3.6,32,29,19,0.6,45,1.4,0.4,32,29,26,0.80,32,29,10,0.30
Prophet Johnson,https://www.on3.com/db/prophet-johnson-250348/,CG,SO,6-3,185,Wayne,"(Dayton, OH)",90.00,,Entered,Fairfield University,,https://www.cbssports.com/college-basketball/players/29233371/prophet-johnson/,G,FAIR,31,25,29.3,13.3,161,335,48.1,15,58,25.9,76,103,73.8,31,25,29.3,85,155,240,7.7,31,25,75,2.4,36,1.2,2.1,31,25,60,1.90,31,25,6,0.20
Pryce Sandfort,https://www.on3.com/db/pryce-sandfort-96986/,SF,SO,6-7,190,Waukee Northwest,"(Waukee, IA)",92.86,,Committed,Iowa,Nebraska Cornhuskers,https://www.cbssports.com/college-basketball/players/29231049/pryce-sandfort/,F,IOWA,33,2,22.3,8.8,104,213,48.8,56,140,40.0,28,44,63.6,33,2,22.3,27,68,95,2.9,33,2,43,1.3,14,0.4,3.1,33,2,19,0.60,33,2,8,0.20
Quadir Copeland,https://www.on3.com/db/quadir-copeland-97052/,SG,JR,6-6,203,Life Center Academy,"(Gettysburg, PA)",91.65,,Committed,McNeese State,NC State Wolfpack,https://www.cbssports.com/college-basketball/players/28954412/quadir-copeland/,G,MCNSE,35,24,21.9,9.2,118,242,48.8,4,26,15.4,81,119,68.1,35,24,21.9,22,94,116,3.3,35,24,156,4.5,97,2.8,1.6,35,24,48,1.40,35,24,9,0.30
Quante Berry,https://www.on3.com/db/quante-berry-97126/,PG,JR,6-3,168,Winston-Salem Prep,"(Cleveland, TN)",89.50,,Committed,Temple,Memphis Tigers,https://www.cbssports.com/college-basketball/players/28954817/quante-berry/,G,TEMPLE,28,21,30,10.3,105,227,46.3,25,74,33.8,53,76,69.7,28,21,30,27,94,121,4.3,28,21,59,2.1,61,2.2,1.0,28,21,35,1.30,28,21,17,0.60
Quentin Jones,https://www.on3.com/db/quentin-jones-159103/,SG,SO,6-5,180,Marian Catholic,"(Chicago Heights, IL)",,,Committed,Northern Illinois,Saint Louis Billikens,https://www.cbssports.com/college-basketball/players/29231265/quentin-jones/,G,NILL,31,31,35.4,16.6,178,391,45.5,54,152,35.5,105,137,76.6,31,31,35.4,11,137,148,4.8,31,31,109,3.5,77,2.5,1.4,31,31,39,1.30,31,31,29,0.90
Quimari Peterson,https://www.on3.com/db/quimari-peterson-97335/,PG,SR,6-1,155,West Side,"(Gary, IN)",93.89,,Committed,East Tennessee State,Washington Huskies,https://www.cbssports.com/college-basketball/players/26778758/quimari-peterson/,G,ETNST,32,32,34.5,19.5,225,482,46.7,87,207,42.0,88,120,73.3,32,32,34.5,41,103,144,4.5,32,32,119,3.7,71,2.2,1.7,32,32,65,2.00,32,32,6,0.20
Quincy Ballard,https://www.on3.com/db/quincy-ballard-97367/,C,SR,6-11,240,Quality Education Academy,"(Syracuse, NY)",92.69,,Committed,Wichita State,Mississippi State Bulldogs,https://www.cbssports.com/college-basketball/players/3178553/quincy-ballard/,C,WICHST,33,33,27.5,10.0,145,193,75.1,0,0,—,39,70,55.7,33,33,27.5,102,200,302,9.2,33,33,10,0.3,19,0.6,0.5,33,33,21,0.60,33,33,64,1.90
Quinton Mincey,https://www.on3.com/db/quinton-mincey-250184/,SG,RS-SR,6-6,205,Eleanor Roosevelt,"(Upper Marlboro, MD)",90.00,,Entered,University of Massachusetts Lowell,,https://www.cbssports.com/college-basketball/players/26548296/quinton-mincey/,G,MASLOW,32,30,35.9,16.8,194,399,48.6,56,142,39.4,95,122,77.9,32,30,35.9,40,163,203,6.3,32,30,88,2.8,75,2.3,1.2,32,30,18,0.60,32,30,14,0.40
RJ Godfrey,https://www.on3.com/db/rj-godfrey-100660/,SF,JR,6-7,210,North Gwinnett,"(Suwanee, GA)",91.69,,Committed,Georgia,Clemson Tigers,https://www.cbssports.com/college-basketball/players/28952177/rj-godfrey/,F,UGA,33,33,19.4,6.4,83,156,53.2,0,11,0.0,44,72,61.1,33,33,19.4,42,85,127,3.8,33,33,33,1.0,51,1.5,0.6,33,33,20,0.60,33,33,19,0.60
RJ Johnson,https://www.on3.com/db/rj-johnson-250029/,PG,SR,6-1,185,Charlotte Latin School,"(Matthews, NC)",87.00,,Committed,Charleston Southern,Rhode Island Rams,https://www.cbssports.com/college-basketball/players/26547625/rj-johnson/,G,CHARSO,29,24,35.1,13.8,119,281,42.3,38,115,33.0,124,158,78.5,29,24,35.1,7,51,58,2.0,29,24,130,4.5,81,2.8,1.6,29,24,24,0.80,29,24,2,0.10
RJ Luis,https://www.on3.com/db/rj-luis-150591/,CG,JR,6-7,196,Mt. Zion Prep,"(Miami, FL)",98.05,,Entered,St. John's,,https://www.cbssports.com/college-basketball/players/28954463/rj-luis-jr/,G,STJOHN,35,32,31.7,18.2,229,522,43.9,46,137,33.6,133,178,74.7,35,32,31.7,75,176,251,7.2,35,32,71,2.0,76,2.2,0.9,35,32,49,1.40,35,32,20,0.60
RJ Smith,https://www.on3.com/db/rj-smith-147281/,SG,RS-SO,6-4,180,Damien,"(La Verne, CA)",89.00,,Committed,Colorado,DePaul Blue Demons,https://www.cbssports.com/college-basketball/players/28954031/rj-smith/,G,COLO,34,16,21.7,6.2,77,172,44.8,39,101,38.6,17,22,77.3,34,16,21.7,5,79,84,2.5,34,16,59,1.7,42,1.2,1.4,34,16,24,0.70,34,16,12,0.40
Ra'Heim Moss,https://www.on3.com/db/raheim-moss-97842/,SG,SR,6-4,205,Springfield,"(Springfield, OH)",,,Entered,Oregon,,https://www.cbssports.com/college-basketball/players/3177944/raheim-moss/,G,OREG,30,2,10.3,1.5,14,44,31.8,2,16,12.5,16,23,69.6,30,2,10.3,9,39,48,1.6,30,2,16,0.5,15,0.5,1.1,30,2,11,0.40,30,2,1,0.00
Rahdir Hicks,https://www.on3.com/db/rahdir-hicks-217089/,PG,SR,6-0,180,Malvern Prep,,,,Entered,Towson,,https://www.cbssports.com/college-basketball/players/26777834/rahdir-hicks/,G,TOWSON,33,8,11.3,2.1,28,80,35.0,12,46,26.1,2,3,66.7,33,8,11.3,6,20,26,0.8,33,8,28,0.8,12,0.4,2.3,33,8,18,0.50,33,8,0,0.00
Rahmir Moore,https://www.on3.com/db/rahmir-moore-98003/,SG,SR,6-3,205,RISE Prep,"(Philadelphia, PA)",,,Entered,Wagner,,https://www.cbssports.com/college-basketball/players/3142383/rahmir-moore/,G,WAGNER,2,1,27,9.5,7,22,31.8,2,4,50.0,3,3,100.0,2,1,27,2,2,4,2.0,2,1,4,2.0,1,0.5,4.0,2,1,0,0.00,2,1,0,0.00
Rahsool Diggins,https://www.on3.com/db/rahsool-diggins-98018/,PG,SR,6-1,160,Archbishop Wood,"(Philadelphia, PA)",91.74,,Entered,Massachusetts,,https://www.cbssports.com/college-basketball/players/26777582/rahsool-diggins/,G,UMASS,32,32,34.3,16.8,183,498,36.7,88,282,31.2,83,99,83.8,32,32,34.3,21,68,89,2.8,32,32,85,2.7,72,2.3,1.2,32,32,38,1.20,32,32,7,0.20
Rakease Passmore,https://www.on3.com/db/rakease-passmore-150884/,SG,FR,6-5,185,Combine Academy,"(Palatka, FL)",93.80,,Entered,Kansas,,https://www.cbssports.com/college-basketball/players/29555826/rakease-passmore/,G,KANSAS,23,0,5,0.7,6,21,28.6,2,9,22.2,3,7,42.9,23,0,5,4,10,14,0.6,23,0,7,0.3,14,0.6,0.5,23,0,5,0.20,23,0,1,0.00
Ramondo Battle II,https://www.on3.com/db/ramondo-battle-ii-250330/,PF,JR,6-8,,Tilton School,"(McKinney, TX)",,,Entered,Evansville,,https://www.cbssports.com/college-basketball/players/29558775/ramondo-battle-ii/,F,EVAN,4,0,9,2.3,3,10,30.0,2,7,28.6,1,2,50.0,4,0,9,1,9,10,2.5,4,0,1,0.3,2,0.5,0.5,4,0,0,0.00,4,0,0,0.00
Rashad King,https://www.on3.com/db/rashad-king-250240/,SG,JR,6-6,,Evans,"(Evans, GA)",,,Committed,Northeastern,LSU Tigers,https://www.cbssports.com/college-basketball/players/28955753/rashad-king/,G,NEAST,32,32,36.4,18.5,208,463,44.9,44,138,31.9,133,156,85.3,32,32,36.4,31,165,196,6.1,32,32,106,3.3,86,2.7,1.2,32,32,46,1.40,32,32,27,0.80
Rasheed Jones,https://www.on3.com/db/rasheed-jones-250419/,SF,RS-SO,6-6,180,Marion,"(Marion, IN)",,,Entered,Coastal Carolina,,https://www.cbssports.com/college-basketball/players/28952348/rasheed-jones/,G,CSTCAR,32,29,31,11.6,125,329,38.0,66,194,34.0,56,70,80.0,32,29,31,9,114,123,3.8,32,29,66,2.1,39,1.2,1.7,32,29,22,0.70,32,29,7,0.20
Rayvon Griffith,https://www.on3.com/db/rayvon-griffith-99102/,SF,RS-FR,6-6,190,Compass Prep,"(Cincinnati, OH)",89.00,,Entered,Cincinnati,,https://www.cbssports.com/college-basketball/players/29233854/rayvon-griffith/,G,CINCY,19,0,5.6,1.9,11,33,33.3,3,16,18.8,11,14,78.6,19,0,5.6,8,7,15,0.8,19,0,5,0.3,3,0.2,1.7,19,0,2,0.10,19,0,2,0.10
Reece Potter,https://www.on3.com/db/reece-potter-150893/,C,SO,7-1,215,Lexington Catholic,"(Lexington, KY)",,,Entered,Miami (OH),,https://www.cbssports.com/college-basketball/players/29233965/reece-potter/,C,MIAOH,30,0,17.1,6.5,75,161,46.6,22,60,36.7,24,40,60.0,30,0,17.1,39,71,110,3.7,30,0,35,1.2,31,1.0,1.1,30,0,12,0.40,30,0,21,0.70
Reed Bailey,https://www.on3.com/db/reed-bailey-147847/,PF,JR,6-9,190,Brewster Academy,"(Groton, MA)",95.74,,Committed,Davidson,Indiana Hoosiers,https://www.cbssports.com/college-basketball/players/28956182/reed-bailey/,F,DAVID,33,33,33.3,18.8,215,451,47.7,17,41,41.5,175,228,76.8,33,33,33.3,47,154,201,6.1,33,33,125,3.8,89,2.7,1.4,33,33,24,0.70,33,33,23,0.70
Rickey Ballard,https://www.on3.com/db/rickey-ballard-250305/,SF,JR,6-7,200,J. P. Taravella,"(Coral Springs, FL)",,,Entered,West Georgia,,https://www.cbssports.com/college-basketball/players/29556681/rickey-ballard/,F,WESTGA,31,21,22.9,6.4,71,169,42.0,38,99,38.4,17,23,73.9,31,21,22.9,23,73,96,3.1,31,21,35,1.1,40,1.3,0.9,31,21,32,1.00,31,21,7,0.20
Riley Allenspach,https://www.on3.com/db/riley-allenspach-155490/,C,SO,6-10,215,Providence Day School,"(Charlotte, NC)",89.88,,Entered,Samford,,https://www.cbssports.com/college-basketball/players/29232957/riley-allenspach/,F,SAMFORD,33,2,13.6,7.8,100,174,57.5,12,25,48.0,47,70,67.1,33,2,13.6,50,50,100,3.0,33,2,22,0.7,29,0.9,0.8,33,2,8,0.20,33,2,9,0.30
Riley Kugel,https://www.on3.com/db/riley-kugel-100521/,SG,JR,6-5,185,Dr. Phillips,"(Orlando, FL)",93.24,,Committed,Mississippi State,UCF Knights,https://www.cbssports.com/college-basketball/players/28954226/riley-kugel/,G,MISSST,33,14,22.4,9.3,110,254,43.3,40,120,33.3,46,61,75.4,33,14,22.4,35,64,99,3.0,33,14,51,1.5,46,1.4,1.1,33,14,36,1.10,33,14,7,0.20
Riley Mulvey,https://www.on3.com/db/riley-mulvey-100539/,C,SR,6-11,230,St. Thomas More,"(Albany, NY)",88.00,,Committed,Iowa,Siena Saints,https://www.cbssports.com/college-basketball/players/26778836/riley-mulvey/,F,IOWA,19,2,7.2,2.2,15,22,68.2,0,0,—,11,19,57.9,19,2,7.2,13,24,37,1.9,19,2,6,0.3,6,0.3,1.0,19,2,4,0.20,19,2,6,0.30
Riley Parker,https://www.on3.com/db/riley-parker-229798/,SG,JR,6-2,195,Mandurah Catholic,(Mandurah),,,Entered,Saint Francis (PA),,https://www.cbssports.com/college-basketball/players/29556957/riley-parker/,G,SFTRPA,34,34,31.6,13.4,166,345,48.1,65,164,39.6,57,67,85.1,34,34,31.6,10,110,120,3.5,34,34,112,3.3,86,2.5,1.3,34,34,29,0.90,34,34,4,0.10
Rob Dockery,https://www.on3.com/db/rob-dockery-150965/,SF,RS-FR,6-7,195,Jackson-Reed,"(Washington, DC)",87.00,,Entered,Texas A&M,,https://www.cbssports.com/college-basketball/players/29241148/rob-dockery/,G,TEXAM,1,0,7,2.0,1,4,25.0,0,0,—,0,0,—,1,0,7,1,0,1,1.0,1,0,1,1.0,0,0.0,—,1,0,0,0.00,1,0,0,0.00
Robby Phillips,https://www.on3.com/db/robby-phillips-250183/,SG,SR,6-5,205,St Mary,"(Ridgewood, NJ)",,,Entered,Binghamton University,,https://www.cbssports.com/college-basketball/players/26777102/robby-phillips/,G,BING,8,0,2.3,0.3,1,4,25.0,0,0,—,0,0,—,8,0,2.3,1,1,2,0.3,8,0,0,0.0,2,0.3,0.0,8,0,0,0.00,8,0,1,0.10
Robert Cowherd,https://www.on3.com/db/robert-cowherd-100993/,SG,JR,6-5,195,Southern California Academy,"(Loganville, GA)",89.00,,Entered,Ole Miss,,https://www.cbssports.com/college-basketball/players/28954610/robert-cowherd/,G,MISS,10,0,4.2,0.0,0,4,0.0,0,3,0.0,0,0,—,10,0,4.2,1,1,2,0.2,10,0,2,0.2,1,0.1,2.0,10,0,2,0.20,10,0,1,0.10
Robert McCray,https://www.on3.com/db/robert-mccray-101181/,CG,SR,6-4,185,AC Flora,"(Columbia, SC)",92.22,,Committed,Jacksonville,Florida State Seminoles,https://www.cbssports.com/college-basketball/players/26776466/robert-mccray-v/,G,JVILLE,32,31,29.6,16.2,189,442,42.8,47,144,32.6,93,122,76.2,32,31,29.6,30,125,155,4.8,32,31,139,4.3,109,3.4,1.3,32,31,44,1.40,32,31,20,0.60
Robert Vaihola,https://www.on3.com/db/robert-vaihola-154811/,C,SR,6-8,245,Archbishop Riordan,"(San Francisco, CA)",,,Committed,San Jose State,Minnesota Golden Gophers,https://www.cbssports.com/college-basketball/players/26776160/robert-vaihola/,C,SJST,31,31,27.3,7.5,90,168,53.6,0,0,—,54,84,64.3,31,31,27.3,77,156,233,7.5,31,31,62,2.0,55,1.8,1.1,31,31,17,0.50,31,31,44,1.40
Rodney Brown,https://www.on3.com/db/rodney-brown-153361/,SG,SO,6-6,170,Rancho Christian,"(Temecula, CA)",87.73,,Committed,Virginia Tech,Loyola Marymount Lions,https://www.cbssports.com/college-basketball/players/29233119/rodney-brown-jr/,G,VATECH,18,0,15.1,4.1,27,72,37.5,14,33,42.4,6,11,54.5,18,0,15.1,4,33,37,2.1,18,0,32,1.8,17,0.9,1.9,18,0,4,0.20,18,0,1,0.10
